ImportId,qname,qname_main,main,field_no,field_name,q_text,q_code,option1,q_type,q_selector
QID22,5_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,5,Information on vegetation (salt marsh or uplands),Slightly well,2,NA,MC,SAVR
QID22,5_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,5,Information on vegetation (salt marsh or uplands),Moderately well,3,NA,MC,SAVR
QID22,5_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,5,Information on vegetation (salt marsh or uplands),Very well,4,NA,MC,SAVR
QID22,5_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,5,Information on vegetation (salt marsh or uplands),Extremely well,5,NA,MC,SAVR
QID17,6_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,6,"Information on fish, shellfish or other aquatic organisms",Request from a GTMNERR staff member by email,1,NA,MC,SAVR
QID17,6_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,6,"Information on fish, shellfish or other aquatic organisms","Download from website (If so, what website?)",2,NA,MC,SAVR
QID17,6_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,6,"Information on fish, shellfish or other aquatic organisms",Pick-up paper copy in person,3,NA,MC,SAVR
QID17,6_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,6,"Information on fish, shellfish or other aquatic organisms",Other (please specify),4,NA,MC,SAVR
QID17,6_YD-2_2_TEXT,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,6,"Information on fish, shellfish or other aquatic organisms","Download from website (If so, what website?)",2,TEXT,MC,SAVR
QID17,6_YD-2_4_TEXT,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,6,"Information on fish, shellfish or other aquatic organisms",Other (please specify),4,TEXT,MC,SAVR
QID18,6_YD-3_1,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),6,"Information on fish, shellfish or other aquatic organisms",Easy/convenient to access,1,NA,MC,MAVR
QID18,6_YD-3_2,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),6,"Information on fish, shellfish or other aquatic organisms",Data is received quickly after request,2,NA,MC,MAVR
QID18,6_YD-3_3,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),6,"Information on fish, shellfish or other aquatic organisms",Requesting the data is quick,3,NA,MC,MAVR
QID18,6_YD-3_4,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),6,"Information on fish, shellfish or other aquatic organisms",The format the data are delivered / accessed in is useful,4,NA,MC,MAVR
QID18,6_YD-3_6,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),6,"Information on fish, shellfish or other aquatic organisms",There are no advantages,6,NA,MC,MAVR
QID18,6_YD-3_5,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),6,"Information on fish, shellfish or other aquatic organisms",Other (please specify),5,NA,MC,MAVR
QID18,6_YD-3_5_TEXT,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),6,"Information on fish, shellfish or other aquatic organisms",Other (please specify),5,TEXT,MC,MAVR
QID19,6_YD-4_1,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),6,"Information on fish, shellfish or other aquatic organisms",Difficult/Complicated to access,1,NA,MC,MAVR
QID19,6_YD-4_2,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),6,"Information on fish, shellfish or other aquatic organisms",Slow to receive,2,NA,MC,MAVR
QID19,6_YD-4_3,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),6,"Information on fish, shellfish or other aquatic organisms",Time consuming to request,3,NA,MC,MAVR
QID19,6_YD-4_4,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),6,"Information on fish, shellfish or other aquatic organisms",The format the data are delivered / accessed in is not user-friendly,4,NA,MC,MAVR
QID19,6_YD-4_6,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),6,"Information on fish, shellfish or other aquatic organisms",There are no disadvantages,6,NA,MC,MAVR
QID19,6_YD-4_5,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),6,"Information on fish, shellfish or other aquatic organisms",Other (please specify),5,NA,MC,MAVR
QID19,6_YD-4_5_TEXT,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),6,"Information on fish, shellfish or other aquatic organisms",Other (please specify),5,TEXT,MC,MAVR
QID20,6_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,6,"Information on fish, shellfish or other aquatic organisms",Daily,1,NA,MC,SAVR
QID20,6_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,6,"Information on fish, shellfish or other aquatic organisms",At least once a week,2,NA,MC,SAVR
QID20,6_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,6,"Information on fish, shellfish or other aquatic organisms",2-3 times a month,3,NA,MC,SAVR
QID20,6_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,6,"Information on fish, shellfish or other aquatic organisms",Once a month,4,NA,MC,SAVR
QID20,6_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,6,"Information on fish, shellfish or other aquatic organisms",Once every 6 months,5,NA,MC,SAVR
QID20,6_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,6,"Information on fish, shellfish or other aquatic organisms",Once every year,6,NA,MC,SAVR
QID20,6_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,6,"Information on fish, shellfish or other aquatic organisms",Less than once a year,7,NA,MC,SAVR
QID21,6_YD-6_1,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),6,"Information on fish, shellfish or other aquatic organisms",Research,1,NA,MC,MAVR
QID21,6_YD-6_2,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),6,"Information on fish, shellfish or other aquatic organisms",Educational purposes,2,NA,MC,MAVR
QID21,6_YD-6_3,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),6,"Information on fish, shellfish or other aquatic organisms",Work-related purposes (not research or education),3,NA,MC,MAVR
QID21,6_YD-6_4,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),6,"Information on fish, shellfish or other aquatic organisms",Decision making (for recreational/educational/scientific visits),4,NA,MC,MAVR
QID21,6_YD-6_5,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),6,"Information on fish, shellfish or other aquatic organisms",Monitoring,5,NA,MC,MAVR
QID21,6_YD-6_6,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),6,"Information on fish, shellfish or other aquatic organisms",Other (please specify),6,NA,MC,MAVR
QID21,6_YD-6_6_TEXT,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),6,"Information on fish, shellfish or other aquatic organisms",Other (please specify),6,TEXT,MC,MAVR
QID22,6_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,6,"Information on fish, shellfish or other aquatic organisms",Not well at all,1,NA,MC,SAVR
QID22,6_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,6,"Information on fish, shellfish or other aquatic organisms",Slightly well,2,NA,MC,SAVR
QID22,6_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,6,"Information on fish, shellfish or other aquatic organisms",Moderately well,3,NA,MC,SAVR
QID22,6_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,6,"Information on fish, shellfish or other aquatic organisms",Very well,4,NA,MC,SAVR
QID22,6_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,6,"Information on fish, shellfish or other aquatic organisms",Extremely well,5,NA,MC,SAVR
QID17,7_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,7,Information on terrestrial animals,Request from a GTMNERR staff member by email,1,NA,MC,SAVR
QID17,7_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,7,Information on terrestrial animals,"Download from website (If so, what website?)",2,NA,MC,SAVR
QID17,7_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,7,Information on terrestrial animals,Pick-up paper copy in person,3,NA,MC,SAVR
QID17,7_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,7,Information on terrestrial animals,Other (please specify),4,NA,MC,SAVR
QID17,7_YD-2_2_TEXT,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,7,Information on terrestrial animals,"Download from website (If so, what website?)",2,TEXT,MC,SAVR
QID17,7_YD-2_4_TEXT,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,7,Information on terrestrial animals,Other (please specify),4,TEXT,MC,SAVR
QID18,7_YD-3_1,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),7,Information on terrestrial animals,Easy/convenient to access,1,NA,MC,MAVR
QID18,7_YD-3_2,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),7,Information on terrestrial animals,Data is received quickly after request,2,NA,MC,MAVR
QID18,7_YD-3_3,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),7,Information on terrestrial animals,Requesting the data is quick,3,NA,MC,MAVR
QID18,7_YD-3_4,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),7,Information on terrestrial animals,The format the data are delivered / accessed in is useful,4,NA,MC,MAVR
QID18,7_YD-3_6,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),7,Information on terrestrial animals,There are no advantages,6,NA,MC,MAVR
QID18,7_YD-3_5,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),7,Information on terrestrial animals,Other (please specify),5,NA,MC,MAVR
QID18,7_YD-3_5_TEXT,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),7,Information on terrestrial animals,Other (please specify),5,TEXT,MC,MAVR
QID19,7_YD-4_1,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),7,Information on terrestrial animals,Difficult/Complicated to access,1,NA,MC,MAVR
QID19,7_YD-4_2,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),7,Information on terrestrial animals,Slow to receive,2,NA,MC,MAVR
QID19,7_YD-4_3,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),7,Information on terrestrial animals,Time consuming to request,3,NA,MC,MAVR
QID19,7_YD-4_4,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),7,Information on terrestrial animals,The format the data are delivered / accessed in is not user-friendly,4,NA,MC,MAVR
QID19,7_YD-4_6,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),7,Information on terrestrial animals,There are no disadvantages,6,NA,MC,MAVR
QID19,7_YD-4_5,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),7,Information on terrestrial animals,Other (please specify),5,NA,MC,MAVR
QID19,7_YD-4_5_TEXT,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),7,Information on terrestrial animals,Other (please specify),5,TEXT,MC,MAVR
QID20,7_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,7,Information on terrestrial animals,Daily,1,NA,MC,SAVR
QID20,7_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,7,Information on terrestrial animals,At least once a week,2,NA,MC,SAVR
QID20,7_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,7,Information on terrestrial animals,2-3 times a month,3,NA,MC,SAVR
QID20,7_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,7,Information on terrestrial animals,Once a month,4,NA,MC,SAVR
QID20,7_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,7,Information on terrestrial animals,Once every 6 months,5,NA,MC,SAVR
QID20,7_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,7,Information on terrestrial animals,Once every year,6,NA,MC,SAVR
QID20,7_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,7,Information on terrestrial animals,Less than once a year,7,NA,MC,SAVR
QID21,7_YD-6_1,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),7,Information on terrestrial animals,Research,1,NA,MC,MAVR
QID21,7_YD-6_2,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),7,Information on terrestrial animals,Educational purposes,2,NA,MC,MAVR
QID21,7_YD-6_3,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),7,Information on terrestrial animals,Work-related purposes (not research or education),3,NA,MC,MAVR
QID21,7_YD-6_4,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),7,Information on terrestrial animals,Decision making (for recreational/educational/scientific visits),4,NA,MC,MAVR
QID21,7_YD-6_5,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),7,Information on terrestrial animals,Monitoring,5,NA,MC,MAVR
QID21,7_YD-6_6,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),7,Information on terrestrial animals,Other (please specify),6,NA,MC,MAVR
QID21,7_YD-6_6_TEXT,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),7,Information on terrestrial animals,Other (please specify),6,TEXT,MC,MAVR
QID22,7_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,7,Information on terrestrial animals,Not well at all,1,NA,MC,SAVR
QID22,7_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,7,Information on terrestrial animals,Slightly well,2,NA,MC,SAVR
QID22,7_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,7,Information on terrestrial animals,Moderately well,3,NA,MC,SAVR
QID22,7_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,7,Information on terrestrial animals,Very well,4,NA,MC,SAVR
QID22,7_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,7,Information on terrestrial animals,Extremely well,5,NA,MC,SAVR
QID17,8_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,8,Other (please specify),Request from a GTMNERR staff member by email,1,NA,MC,SAVR
QID17,8_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,8,Other (please specify),"Download from website (If so, what website?)",2,NA,MC,SAVR
QID17,8_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,8,Other (please specify),Pick-up paper copy in person,3,NA,MC,SAVR
QID17,8_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,8,Other (please specify),Other (please specify),4,NA,MC,SAVR
QID17,8_YD-2_2_TEXT,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,8,Other (please specify),"Download from website (If so, what website?)",2,TEXT,MC,SAVR
QID17,8_YD-2_4_TEXT,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,8,Other (please specify),Other (please specify),4,TEXT,MC,SAVR
QID18,8_YD-3_1,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),8,Other (please specify),Easy/convenient to access,1,NA,MC,MAVR
QID18,8_YD-3_2,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),8,Other (please specify),Data is received quickly after request,2,NA,MC,MAVR
QID18,8_YD-3_3,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),8,Other (please specify),Requesting the data is quick,3,NA,MC,MAVR
QID18,8_YD-3_4,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),8,Other (please specify),The format the data are delivered / accessed in is useful,4,NA,MC,MAVR
QID18,8_YD-3_6,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),8,Other (please specify),There are no advantages,6,NA,MC,MAVR
QID18,8_YD-3_5,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),8,Other (please specify),Other (please specify),5,NA,MC,MAVR
QID18,8_YD-3_5_TEXT,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),8,Other (please specify),Other (please specify),5,TEXT,MC,MAVR
QID19,8_YD-4_1,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),8,Other (please specify),Difficult/Complicated to access,1,NA,MC,MAVR
QID19,8_YD-4_2,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),8,Other (please specify),Slow to receive,2,NA,MC,MAVR
QID19,8_YD-4_3,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),8,Other (please specify),Time consuming to request,3,NA,MC,MAVR
QID19,8_YD-4_4,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),8,Other (please specify),The format the data are delivered / accessed in is not user-friendly,4,NA,MC,MAVR
QID19,8_YD-4_6,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),8,Other (please specify),There are no disadvantages,6,NA,MC,MAVR
QID19,8_YD-4_5,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),8,Other (please specify),Other (please specify),5,NA,MC,MAVR
QID19,8_YD-4_5_TEXT,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),8,Other (please specify),Other (please specify),5,TEXT,MC,MAVR
QID20,8_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,8,Other (please specify),Daily,1,NA,MC,SAVR
QID20,8_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,8,Other (please specify),At least once a week,2,NA,MC,SAVR
QID20,8_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,8,Other (please specify),2-3 times a month,3,NA,MC,SAVR
QID20,8_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,8,Other (please specify),Once a month,4,NA,MC,SAVR
QID20,8_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,8,Other (please specify),Once every 6 months,5,NA,MC,SAVR
QID20,8_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,8,Other (please specify),Once every year,6,NA,MC,SAVR
QID20,8_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,8,Other (please specify),Less than once a year,7,NA,MC,SAVR
QID21,8_YD-6_1,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),8,Other (please specify),Research,1,NA,MC,MAVR
QID21,8_YD-6_2,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),8,Other (please specify),Educational purposes,2,NA,MC,MAVR
QID21,8_YD-6_3,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),8,Other (please specify),Work-related purposes (not research or education),3,NA,MC,MAVR
QID21,8_YD-6_4,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),8,Other (please specify),Decision making (for recreational/educational/scientific visits),4,NA,MC,MAVR
QID21,8_YD-6_5,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),8,Other (please specify),Monitoring,5,NA,MC,MAVR
QID21,8_YD-6_6,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),8,Other (please specify),Other (please specify),6,NA,MC,MAVR
QID21,8_YD-6_6_TEXT,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),8,Other (please specify),Other (please specify),6,TEXT,MC,MAVR
QID22,8_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,8,Other (please specify),Not well at all,1,NA,MC,SAVR
QID22,8_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,8,Other (please specify),Slightly well,2,NA,MC,SAVR
QID22,8_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,8,Other (please specify),Moderately well,3,NA,MC,SAVR
QID22,8_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,8,Other (please specify),Very well,4,NA,MC,SAVR
QID22,8_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,8,Other (please specify),Extremely well,5,NA,MC,SAVR
