StartDate,EndDate,Duration (in seconds),RecordedDate,D-1_1,D-1_2,D-1_3,D-1_6,D-1_4,D-1_7,D-1_5,D-1_5_TEXT,D-2,D-3_1,D-3_2,D-3_3,D-3_4,D-3_5,D-3_6,D-3_7,D-3_8,D-3_9,D-3_9_TEXT,D-4,ND-1,ND-2_1,ND-2_2,ND-2_3,ND-2_4,ND-2_5,ND-2_6,ND-2_7,ND-2_7_TEXT,T-1_1,T-1_2,T-1_3,T-1_4,T-1_4_TEXT,T-2_1,T-2_2,T-2_3,T-2_4,T-2_7,T-2_8,T-2_8_TEXT,T-3_5,T-3_6,T-3_9,T-3_7,T-3_8,T-3_8_TEXT,T-4_1,T-4_2,T-4_3,T-4_4,T-4_5,T-4_6,T-4_6_TEXT,DE-1,DE-2,DE-3,DE-4,YD-1_6,YD-1_7,YD-1_5,YD-1_4,YD-1_3,YD-1_2,YD-1_1,YD-1_8,YD-1_8_TEXT,YD-1_DO_6,YD-1_DO_7,YD-1_DO_5,YD-1_DO_4,YD-1_DO_3,YD-1_DO_2,YD-1_DO_1,YD-1_DO_8,1_YD-2,1_YD-2_2_TEXT,1_YD-2_4_TEXT,1_YD-3_1,1_YD-3_2,1_YD-3_3,1_YD-3_4,1_YD-3_6,1_YD-3_5,1_YD-3_5_TEXT,1_YD-4_1,1_YD-4_2,1_YD-4_3,1_YD-4_4,1_YD-4_6,1_YD-4_5,1_YD-4_5_TEXT,1_YD-5,1_YD-6_1,1_YD-6_2,1_YD-6_3,1_YD-6_4,1_YD-6_5,1_YD-6_6,1_YD-6_6_TEXT,1_YD-7,2_YD-2,2_YD-2_2_TEXT,2_YD-2_4_TEXT,2_YD-3_1,2_YD-3_2,2_YD-3_3,2_YD-3_4,2_YD-3_6,2_YD-3_5,2_YD-3_5_TEXT,2_YD-4_1,2_YD-4_2,2_YD-4_3,2_YD-4_4,2_YD-4_6,2_YD-4_5,2_YD-4_5_TEXT,2_YD-5,2_YD-6_1,2_YD-6_2,2_YD-6_3,2_YD-6_4,2_YD-6_5,2_YD-6_6,2_YD-6_6_TEXT,2_YD-7,3_YD-2,3_YD-2_2_TEXT,3_YD-2_4_TEXT,3_YD-3_1,3_YD-3_2,3_YD-3_3,3_YD-3_4,3_YD-3_6,3_YD-3_5,3_YD-3_5_TEXT,3_YD-4_1,3_YD-4_2,3_YD-4_3,3_YD-4_4,3_YD-4_6,3_YD-4_5,3_YD-4_5_TEXT,3_YD-5,3_YD-6_1,3_YD-6_2,3_YD-6_3,3_YD-6_4,3_YD-6_5,3_YD-6_6,3_YD-6_6_TEXT,3_YD-7,4_YD-2,4_YD-2_2_TEXT,4_YD-2_4_TEXT,4_YD-3_1,4_YD-3_2,4_YD-3_3,4_YD-3_4,4_YD-3_6,4_YD-3_5,4_YD-3_5_TEXT,4_YD-4_1,4_YD-4_2,4_YD-4_3,4_YD-4_4,4_YD-4_6,4_YD-4_5,4_YD-4_5_TEXT,4_YD-5,4_YD-6_1,4_YD-6_2,4_YD-6_3,4_YD-6_4,4_YD-6_5,4_YD-6_6,4_YD-6_6_TEXT,4_YD-7,5_YD-2,5_YD-2_2_TEXT,5_YD-2_4_TEXT,5_YD-3_1,5_YD-3_2,5_YD-3_3,5_YD-3_4,5_YD-3_6,5_YD-3_5,5_YD-3_5_TEXT,5_YD-4_1,5_YD-4_2,5_YD-4_3,5_YD-4_4,5_YD-4_6,5_YD-4_5,5_YD-4_5_TEXT,5_YD-5,5_YD-6_1,5_YD-6_2,5_YD-6_3,5_YD-6_4,5_YD-6_5,5_YD-6_6,5_YD-6_6_TEXT,5_YD-7,6_YD-2,6_YD-2_2_TEXT,6_YD-2_4_TEXT,6_YD-3_1,6_YD-3_2,6_YD-3_3,6_YD-3_4,6_YD-3_6,6_YD-3_5,6_YD-3_5_TEXT,6_YD-4_1,6_YD-4_2,6_YD-4_3,6_YD-4_4,6_YD-4_6,6_YD-4_5,6_YD-4_5_TEXT,6_YD-5,6_YD-6_1,6_YD-6_2,6_YD-6_3,6_YD-6_4,6_YD-6_5,6_YD-6_6,6_YD-6_6_TEXT,6_YD-7,7_YD-2,7_YD-2_2_TEXT,7_YD-2_4_TEXT,7_YD-3_1,7_YD-3_2,7_YD-3_3,7_YD-3_4,7_YD-3_6,7_YD-3_5,7_YD-3_5_TEXT,7_YD-4_1,7_YD-4_2,7_YD-4_3,7_YD-4_4,7_YD-4_6,7_YD-4_5,7_YD-4_5_TEXT,7_YD-5,7_YD-6_1,7_YD-6_2,7_YD-6_3,7_YD-6_4,7_YD-6_5,7_YD-6_6,7_YD-6_6_TEXT,7_YD-7,8_YD-2,8_YD-2_2_TEXT,8_YD-2_4_TEXT,8_YD-3_1,8_YD-3_2,8_YD-3_3,8_YD-3_4,8_YD-3_6,8_YD-3_5,8_YD-3_5_TEXT,8_YD-4_1,8_YD-4_2,8_YD-4_3,8_YD-4_4,8_YD-4_6,8_YD-4_5,8_YD-4_5_TEXT,8_YD-5,8_YD-6_1,8_YD-6_2,8_YD-6_3,8_YD-6_4,8_YD-6_5,8_YD-6_6,8_YD-6_6_TEXT,8_YD-7,source,TR-0,TR-1,TR-2,TR-3_1,TR-3_2,TR-3_3,TR-3_4,TR-3_5,TR-4_1,TR-4_2,TR-4_3,TR-4_4,TR-4_5,TR-4_6,TR-4_7,TR-5,TR-6,ID
2023-05-16T15:36:44Z,2023-05-16T16:04:20Z,1656,2023-05-16T16:04:22Z,NA,1,1,NA,NA,NA,NA,NA,4,5,2,3,NA,4,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,3,1,2,NA,NA,NA,2,1,NA,NA,NA,NA,1,3,2,4,NA,NA,NA,research,6,1,3,1,NA,1,NA,1,1,1,NA,NA,1,8,4,2,3,5,6,7,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,1,NA,NA,NA,NA,NA,4,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,1,1,NA,NA,NA,NA,NA,4,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,1,NA,NA,NA,NA,NA,3,2,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,email,1,3,4,12,12,12,12,12,8,7,7,7,7,7,7,11,12,11
2023-05-16T16:17:52Z,2023-05-16T16:36:50Z,1137,2023-05-16T16:36:50Z,1,NA,1,1,NA,NA,NA,NA,4,1,2,3,4,6,5,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,4,3,2,1,NA,NA,NA,3,2,1,NA,NA,NA,3,4,2,1,NA,NA,NA,SWMP Data Specialist for GTMNERR,5,1,3,NA,NA,NA,NA,1,1,NA,NA,NA,1,6,4,5,8,7,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,7,1,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,7,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,email,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
2023-05-16T18:07:05Z,2023-05-16T18:45:24Z,2299,2023-05-16T18:45:26Z,1,1,NA,NA,NA,NA,NA,NA,4,3,2,4,1,6,5,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,4,3,2,1,NA,NA,NA,3,2,1,NA,NA,NA,NA,2,NA,1,NA,NA,NA,Financial Advisor.  Currently PT work and PT volunteer,7,1,3,1,1,1,1,1,1,1,NA,NA,3,8,2,1,7,5,4,6,4,NA,Google,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,Sometimes inaccurate,4,NA,1,NA,1,NA,NA,NA,3,2,UF IFAS and FL DEP,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"Lots of data, lots out of date, doesn't address current situation",4,NA,1,NA,1,NA,NA,NA,2,4,NA,call the Visitor center,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,Need to call during hours of operation,4,NA,1,NA,1,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,1,1,It would be easier to go online and find out what's open or closed,1,NA,NA,NA,NA,1,may have a plan on visit but then can't do what you planned,4,NA,1,NA,NA,NA,NA,NA,3,2,UF IFAS and FL DEP,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,Have to go to multiple places to get data,4,NA,1,NA,NA,NA,NA,NA,3,2,UF IFAS and Florida DEP,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,Multiple sources required to find info,4,NA,1,NA,NA,NA,NA,NA,3,2,Florida DEP,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,Some information available in all trails from a user perspective not from the actual reserve,4,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,email,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2023-05-16T19:50:03Z,2023-05-16T20:01:08Z,664,2023-05-16T20:01:08Z,NA,NA,1,NA,NA,NA,NA,NA,5,8,2,1,5,3,6,4,NA,7,Dam Operations,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,2,1,4,NA,NA,NA,1,2,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,Assistant Professor,5,2,4,NA,NA,NA,NA,NA,NA,NA,1,Lidar,7,3,5,1,8,4,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NOAA Digital Coast,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,7,1,NA,NA,NA,NA,NA,NA,4,email,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
2023-05-16T21:10:28Z,2023-05-16T21:19:49Z,560,2023-05-16T21:19:50Z,NA,NA,1,NA,NA,NA,NA,NA,4,3,1,2,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,2,3,4,NA,NA,NA,1,3,2,NA,NA,NA,1,4,2,3,NA,NA,NA,Graduate Student,3,1,4,1,NA,NA,NA,1,1,1,NA,NA,4,1,6,2,8,7,5,3,4,NA,SWMP CDMO or email,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,Not all guana data is available in SWMP CDMO,5,1,NA,NA,NA,NA,NA,NA,5,4,NA,SWMP CDMO or email,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,Not all data is available on SWMP CDMO,5,1,NA,NA,NA,NA,NA,NA,5,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,Would be nice to have a public database,5,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,email,1,4,4,13,13,13,13,13,8,8,8,8,8,8,8,10,13,17
2023-05-16T21:58:12Z,2023-05-16T22:07:28Z,556,2023-05-16T22:07:28Z,1,NA,NA,NA,NA,1,1,Health,2,NA,1,NA,NA,NA,3,2,NA,NA,NA,2,4,NA,NA,NA,1,1,NA,1,Environmental impacts,1,1,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,2,NA,NA,NA,NA,"Public Policy, Advocacy and Education",7,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,email,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
2023-05-10T20:16:17Z,2023-05-17T00:02:35Z,531978,2023-05-17T00:02:36Z,NA,NA,NA,1,NA,NA,NA,NA,5,2,3,1,NA,4,NA,NA,NA,NA,NA,2,6,NA,NA,1,NA,NA,NA,1,Resilience planning,1,1,NA,NA,NA,5,3,1,2,NA,4,Projections,1,2,3,NA,NA,NA,1,NA,3,2,NA,NA,NA,Resilience Manager,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,email,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
2023-05-17T00:18:45Z,2023-05-17T00:39:54Z,1268,2023-05-17T00:39:55Z,1,1,1,NA,1,1,NA,NA,3,3,4,2,5,6,1,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,4,3,1,NA,NA,NA,3,2,1,NA,NA,NA,3,2,4,1,NA,NA,NA,Software Programmer,7,1,1,1,1,1,1,1,1,1,NA,NA,5,4,6,1,3,2,7,8,2,weather.gov,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,4,1,NA,NA,1,NA,NA,NA,2,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,1,1,NA,NA,NA,NA,NA,4,2,https://www.surf-forecast.com/breaks/South-Ponte-Vedra-Beach/tides/latest,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,4,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,1,1,NA,1,1,NA,NA,4,2,inaturalist.org,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,1,1,NA,1,1,NA,NA,4,2,inaturalist.org,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,1,1,NA,1,1,NA,NA,4,2,inaturalist.org,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,1,1,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,email,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
2023-05-17T01:59:14Z,2023-05-17T02:09:09Z,594,2023-05-17T02:09:10Z,NA,NA,1,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,3,1,2,NA,NA,NA,1,NA,2,3,NA,NA,NA,Researcher,5,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,5,4,8,3,1,7,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,SEACAR,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,email,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
2023-05-17T11:49:22Z,2023-05-17T12:06:15Z,1012,2023-05-17T12:06:15Z,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Wildlife Biologist - Land Manager,3,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,4,5,8,3,6,2,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NOAA,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,email,1,3,3,13,12,13,13,13,8,7,8,7,7,8,7,11,11,35
2023-05-17T11:58:51Z,2023-05-17T12:07:42Z,531,2023-05-17T12:07:43Z,NA,1,NA,NA,NA,NA,NA,NA,7,NA,2,3,NA,4,1,NA,NA,NA,NA,2,5,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,2,3,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,4,2,3,NA,NA,NA,College Professor,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,email,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
2023-05-17T11:51:52Z,2023-05-17T12:20:46Z,1734,2023-05-17T12:20:47Z,NA,NA,1,NA,NA,NA,NA,NA,5,NA,2,1,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,3,NA,NA,NA,NA,3,2,1,NA,NA,NA,1,3,4,2,NA,NA,NA,Medical Entomologist,4,1,3,NA,NA,1,NA,1,1,NA,NA,NA,4,3,5,1,6,2,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,7,1,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,7,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,7,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,email,1,4,4,12,12,12,12,12,7,7,7,7,7,7,7,11,11,1
2023-05-17T12:37:48Z,2023-05-17T12:44:32Z,403,2023-05-17T12:44:32Z,1,NA,1,NA,NA,NA,NA,NA,2,3,1,2,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,4,2,1,3,NA,NA,NA,3,1,2,NA,NA,NA,4,3,1,2,NA,NA,NA,Program Director of Matanzas Riverkeeper,3,2,2,NA,NA,NA,NA,NA,1,NA,NA,NA,7,1,3,6,4,2,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,1,NA,NA,1,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,email,1,3,3,12,12,12,11,11,7,7,6,7,7,8,6,11,11,13
2023-05-17T17:45:39Z,2023-05-17T17:49:36Z,237,2023-05-17T17:49:37Z,1,NA,NA,NA,1,NA,NA,NA,2,3,4,1,2,5,6,7,NA,NA,NA,2,2,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,4,3,2,1,NA,NA,NA,3,1,2,NA,NA,NA,NA,3,1,2,NA,NA,NA,Student,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,email,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
