ImportId,qname,qname_main,main,field_no,q_text,q_code,option1,q_type,q_selector
QID19,4_YD-4_5_TEXT,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),4,Other (please specify),5,TEXT,MC,MAVR
QID20,4_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,4,Daily,1,NA,MC,SAVR
QID20,4_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,4,At least once a week,2,NA,MC,SAVR
QID20,4_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,4,2-3 times a month,3,NA,MC,SAVR
QID20,4_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,4,Once a month,4,NA,MC,SAVR
QID20,4_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,4,Once every 6 months,5,NA,MC,SAVR
QID20,4_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,4,Once every year,6,NA,MC,SAVR
QID20,4_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,4,Less than once a year,7,NA,MC,SAVR
QID21,4_YD-6_1,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),4,Research,1,NA,MC,MAVR
QID21,4_YD-6_2,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),4,Educational purposes,2,NA,MC,MAVR
QID21,4_YD-6_3,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),4,Work-related purposes (not research or education),3,NA,MC,MAVR
QID21,4_YD-6_4,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),4,Decision making (for recreational/educational/scientific visits),4,NA,MC,MAVR
QID21,4_YD-6_5,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),4,Monitoring,5,NA,MC,MAVR
QID21,4_YD-6_6,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),4,Other (please specify),6,NA,MC,MAVR
QID21,4_YD-6_6_TEXT,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),4,Other (please specify),6,TEXT,MC,MAVR
QID22,4_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,4,Not well at all,1,NA,MC,SAVR
QID22,4_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,4,Slightly well,2,NA,MC,SAVR
QID22,4_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,4,Moderately well,3,NA,MC,SAVR
QID22,4_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,4,Very well,4,NA,MC,SAVR
QID22,4_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,4,Extremely well,5,NA,MC,SAVR
QID17,5_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,5,Request from a GTMNERR staff member by email,1,NA,MC,SAVR
QID17,5_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,5,"Download from website (If so, what website?)",2,NA,MC,SAVR
QID17,5_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,5,Pick-up paper copy in person,3,NA,MC,SAVR
QID17,5_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,5,Other (please specify),4,NA,MC,SAVR
QID17,5_YD-2_2_TEXT,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,5,"Download from website (If so, what website?)",2,TEXT,MC,SAVR
QID17,5_YD-2_4_TEXT,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,5,Other (please specify),4,TEXT,MC,SAVR
QID18,5_YD-3_1,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),5,Easy/convenient to access,1,NA,MC,MAVR
QID18,5_YD-3_2,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),5,Data is received quickly after request,2,NA,MC,MAVR
QID18,5_YD-3_3,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),5,Requesting the data is quick,3,NA,MC,MAVR
QID18,5_YD-3_4,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),5,The format the data are delivered / accessed in is useful,4,NA,MC,MAVR
QID18,5_YD-3_6,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),5,There are no advantages,6,NA,MC,MAVR
QID18,5_YD-3_5,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),5,Other (please specify),5,NA,MC,MAVR
QID18,5_YD-3_5_TEXT,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),5,Other (please specify),5,TEXT,MC,MAVR
QID19,5_YD-4_1,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),5,Difficult/Complicated to access,1,NA,MC,MAVR
QID19,5_YD-4_2,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),5,Slow to receive,2,NA,MC,MAVR
QID19,5_YD-4_3,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),5,Time consuming to request,3,NA,MC,MAVR
QID19,5_YD-4_4,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),5,The format the data are delivered / accessed in is not user-friendly,4,NA,MC,MAVR
QID19,5_YD-4_6,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),5,There are no disadvantages,6,NA,MC,MAVR
QID19,5_YD-4_5,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),5,Other (please specify),5,NA,MC,MAVR
QID19,5_YD-4_5_TEXT,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),5,Other (please specify),5,TEXT,MC,MAVR
QID20,5_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,5,Daily,1,NA,MC,SAVR
QID20,5_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,5,At least once a week,2,NA,MC,SAVR
QID20,5_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,5,2-3 times a month,3,NA,MC,SAVR
QID20,5_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,5,Once a month,4,NA,MC,SAVR
QID20,5_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,5,Once every 6 months,5,NA,MC,SAVR
QID20,5_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,5,Once every year,6,NA,MC,SAVR
QID20,5_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,5,Less than once a year,7,NA,MC,SAVR
QID21,5_YD-6_1,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),5,Research,1,NA,MC,MAVR
QID21,5_YD-6_2,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),5,Educational purposes,2,NA,MC,MAVR
QID21,5_YD-6_3,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),5,Work-related purposes (not research or education),3,NA,MC,MAVR
QID21,5_YD-6_4,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),5,Decision making (for recreational/educational/scientific visits),4,NA,MC,MAVR
QID21,5_YD-6_5,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),5,Monitoring,5,NA,MC,MAVR
QID21,5_YD-6_6,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),5,Other (please specify),6,NA,MC,MAVR
QID21,5_YD-6_6_TEXT,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),5,Other (please specify),6,TEXT,MC,MAVR
QID22,5_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,5,Not well at all,1,NA,MC,SAVR
QID22,5_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,5,Slightly well,2,NA,MC,SAVR
QID22,5_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,5,Moderately well,3,NA,MC,SAVR
QID22,5_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,5,Very well,4,NA,MC,SAVR
QID22,5_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,5,Extremely well,5,NA,MC,SAVR
QID17,6_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,6,Request from a GTMNERR staff member by email,1,NA,MC,SAVR
QID17,6_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,6,"Download from website (If so, what website?)",2,NA,MC,SAVR
QID17,6_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,6,Pick-up paper copy in person,3,NA,MC,SAVR
QID17,6_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,6,Other (please specify),4,NA,MC,SAVR
QID17,6_YD-2_2_TEXT,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,6,"Download from website (If so, what website?)",2,TEXT,MC,SAVR
QID17,6_YD-2_4_TEXT,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,6,Other (please specify),4,TEXT,MC,SAVR
QID18,6_YD-3_1,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),6,Easy/convenient to access,1,NA,MC,MAVR
QID18,6_YD-3_2,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),6,Data is received quickly after request,2,NA,MC,MAVR
QID18,6_YD-3_3,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),6,Requesting the data is quick,3,NA,MC,MAVR
QID18,6_YD-3_4,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),6,The format the data are delivered / accessed in is useful,4,NA,MC,MAVR
QID18,6_YD-3_6,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),6,There are no advantages,6,NA,MC,MAVR
QID18,6_YD-3_5,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),6,Other (please specify),5,NA,MC,MAVR
QID18,6_YD-3_5_TEXT,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),6,Other (please specify),5,TEXT,MC,MAVR
QID19,6_YD-4_1,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),6,Difficult/Complicated to access,1,NA,MC,MAVR
QID19,6_YD-4_2,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),6,Slow to receive,2,NA,MC,MAVR
QID19,6_YD-4_3,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),6,Time consuming to request,3,NA,MC,MAVR
QID19,6_YD-4_4,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),6,The format the data are delivered / accessed in is not user-friendly,4,NA,MC,MAVR
QID19,6_YD-4_6,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),6,There are no disadvantages,6,NA,MC,MAVR
QID19,6_YD-4_5,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),6,Other (please specify),5,NA,MC,MAVR
QID19,6_YD-4_5_TEXT,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),6,Other (please specify),5,TEXT,MC,MAVR
QID20,6_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,6,Daily,1,NA,MC,SAVR
QID20,6_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,6,At least once a week,2,NA,MC,SAVR
QID20,6_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,6,2-3 times a month,3,NA,MC,SAVR
QID20,6_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,6,Once a month,4,NA,MC,SAVR
QID20,6_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,6,Once every 6 months,5,NA,MC,SAVR
QID20,6_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,6,Once every year,6,NA,MC,SAVR
QID20,6_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,6,Less than once a year,7,NA,MC,SAVR
QID21,6_YD-6_1,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),6,Research,1,NA,MC,MAVR
QID21,6_YD-6_2,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),6,Educational purposes,2,NA,MC,MAVR
QID21,6_YD-6_3,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),6,Work-related purposes (not research or education),3,NA,MC,MAVR
QID21,6_YD-6_4,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),6,Decision making (for recreational/educational/scientific visits),4,NA,MC,MAVR
QID21,6_YD-6_5,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),6,Monitoring,5,NA,MC,MAVR
QID21,6_YD-6_6,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),6,Other (please specify),6,NA,MC,MAVR
QID21,6_YD-6_6_TEXT,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),6,Other (please specify),6,TEXT,MC,MAVR
QID22,6_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,6,Not well at all,1,NA,MC,SAVR
QID22,6_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,6,Slightly well,2,NA,MC,SAVR
QID22,6_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,6,Moderately well,3,NA,MC,SAVR
QID22,6_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,6,Very well,4,NA,MC,SAVR
QID22,6_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,6,Extremely well,5,NA,MC,SAVR
QID17,7_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,7,Request from a GTMNERR staff member by email,1,NA,MC,SAVR
QID17,7_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,7,"Download from website (If so, what website?)",2,NA,MC,SAVR
QID17,7_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,7,Pick-up paper copy in person,3,NA,MC,SAVR
QID17,7_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,7,Other (please specify),4,NA,MC,SAVR
QID17,7_YD-2_2_TEXT,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,7,"Download from website (If so, what website?)",2,TEXT,MC,SAVR
QID17,7_YD-2_4_TEXT,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,7,Other (please specify),4,TEXT,MC,SAVR
QID18,7_YD-3_1,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),7,Easy/convenient to access,1,NA,MC,MAVR
QID18,7_YD-3_2,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),7,Data is received quickly after request,2,NA,MC,MAVR
QID18,7_YD-3_3,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),7,Requesting the data is quick,3,NA,MC,MAVR
QID18,7_YD-3_4,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),7,The format the data are delivered / accessed in is useful,4,NA,MC,MAVR
QID18,7_YD-3_6,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),7,There are no advantages,6,NA,MC,MAVR
QID18,7_YD-3_5,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),7,Other (please specify),5,NA,MC,MAVR
QID18,7_YD-3_5_TEXT,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),7,Other (please specify),5,TEXT,MC,MAVR
QID19,7_YD-4_1,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),7,Difficult/Complicated to access,1,NA,MC,MAVR
QID19,7_YD-4_2,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),7,Slow to receive,2,NA,MC,MAVR
QID19,7_YD-4_3,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),7,Time consuming to request,3,NA,MC,MAVR
QID19,7_YD-4_4,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),7,The format the data are delivered / accessed in is not user-friendly,4,NA,MC,MAVR
QID19,7_YD-4_6,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),7,There are no disadvantages,6,NA,MC,MAVR
QID19,7_YD-4_5,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),7,Other (please specify),5,NA,MC,MAVR
QID19,7_YD-4_5_TEXT,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),7,Other (please specify),5,TEXT,MC,MAVR
QID20,7_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,7,Daily,1,NA,MC,SAVR
QID20,7_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,7,At least once a week,2,NA,MC,SAVR
QID20,7_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,7,2-3 times a month,3,NA,MC,SAVR
QID20,7_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,7,Once a month,4,NA,MC,SAVR
QID20,7_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,7,Once every 6 months,5,NA,MC,SAVR
QID20,7_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,7,Once every year,6,NA,MC,SAVR
QID20,7_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,7,Less than once a year,7,NA,MC,SAVR
QID21,7_YD-6_1,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),7,Research,1,NA,MC,MAVR
QID21,7_YD-6_2,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),7,Educational purposes,2,NA,MC,MAVR
QID21,7_YD-6_3,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),7,Work-related purposes (not research or education),3,NA,MC,MAVR
QID21,7_YD-6_4,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),7,Decision making (for recreational/educational/scientific visits),4,NA,MC,MAVR
QID21,7_YD-6_5,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),7,Monitoring,5,NA,MC,MAVR
QID21,7_YD-6_6,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),7,Other (please specify),6,NA,MC,MAVR
QID21,7_YD-6_6_TEXT,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),7,Other (please specify),6,TEXT,MC,MAVR
QID22,7_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,7,Not well at all,1,NA,MC,SAVR
QID22,7_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,7,Slightly well,2,NA,MC,SAVR
QID22,7_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,7,Moderately well,3,NA,MC,SAVR
QID22,7_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,7,Very well,4,NA,MC,SAVR
QID22,7_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,7,Extremely well,5,NA,MC,SAVR
QID17,8_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,8,Request from a GTMNERR staff member by email,1,NA,MC,SAVR
QID17,8_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,8,"Download from website (If so, what website?)",2,NA,MC,SAVR
QID17,8_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,8,Pick-up paper copy in person,3,NA,MC,SAVR
QID17,8_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,8,Other (please specify),4,NA,MC,SAVR
QID17,8_YD-2_2_TEXT,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,8,"Download from website (If so, what website?)",2,TEXT,MC,SAVR
QID17,8_YD-2_4_TEXT,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,8,Other (please specify),4,TEXT,MC,SAVR
QID18,8_YD-3_1,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),8,Easy/convenient to access,1,NA,MC,MAVR
QID18,8_YD-3_2,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),8,Data is received quickly after request,2,NA,MC,MAVR
QID18,8_YD-3_3,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),8,Requesting the data is quick,3,NA,MC,MAVR
QID18,8_YD-3_4,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),8,The format the data are delivered / accessed in is useful,4,NA,MC,MAVR
QID18,8_YD-3_6,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),8,There are no advantages,6,NA,MC,MAVR
QID18,8_YD-3_5,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),8,Other (please specify),5,NA,MC,MAVR
QID18,8_YD-3_5_TEXT,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),8,Other (please specify),5,TEXT,MC,MAVR
QID19,8_YD-4_1,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),8,Difficult/Complicated to access,1,NA,MC,MAVR
QID19,8_YD-4_2,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),8,Slow to receive,2,NA,MC,MAVR
QID19,8_YD-4_3,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),8,Time consuming to request,3,NA,MC,MAVR
QID19,8_YD-4_4,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),8,The format the data are delivered / accessed in is not user-friendly,4,NA,MC,MAVR
QID19,8_YD-4_6,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),8,There are no disadvantages,6,NA,MC,MAVR
QID19,8_YD-4_5,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),8,Other (please specify),5,NA,MC,MAVR
QID19,8_YD-4_5_TEXT,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),8,Other (please specify),5,TEXT,MC,MAVR
QID20,8_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,8,Daily,1,NA,MC,SAVR
QID20,8_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,8,At least once a week,2,NA,MC,SAVR
QID20,8_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,8,2-3 times a month,3,NA,MC,SAVR
QID20,8_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,8,Once a month,4,NA,MC,SAVR
QID20,8_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,8,Once every 6 months,5,NA,MC,SAVR
QID20,8_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,8,Once every year,6,NA,MC,SAVR
QID20,8_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,8,Less than once a year,7,NA,MC,SAVR
QID21,8_YD-6_1,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),8,Research,1,NA,MC,MAVR
QID21,8_YD-6_2,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),8,Educational purposes,2,NA,MC,MAVR
QID21,8_YD-6_3,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),8,Work-related purposes (not research or education),3,NA,MC,MAVR
QID21,8_YD-6_4,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),8,Decision making (for recreational/educational/scientific visits),4,NA,MC,MAVR
QID21,8_YD-6_5,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),8,Monitoring,5,NA,MC,MAVR
QID21,8_YD-6_6,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),8,Other (please specify),6,NA,MC,MAVR
QID21,8_YD-6_6_TEXT,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),8,Other (please specify),6,TEXT,MC,MAVR
QID22,8_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,8,Not well at all,1,NA,MC,SAVR
QID22,8_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,8,Slightly well,2,NA,MC,SAVR
QID22,8_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,8,Moderately well,3,NA,MC,SAVR
QID22,8_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,8,Very well,4,NA,MC,SAVR
QID22,8_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,8,Extremely well,5,NA,MC,SAVR
